Zip Code,AirPods,Bananas,Cotton Swabs,Diapers,Eggs,Gum,Milk,Shampoo,T-Shirt,Toilet Paper,Vegetable Oil,Location,Area Type,Closest Distro Center,Unemployment Rate,Studio,1BR,2BR,3BR,4BR,Division,Region,Median Income,Population,Monthly Costs
87402,179.99,1.99,3.39,44.99,4.99,1.79,3.39,9.99,9.6,12.99,9.39,"Farmington, NM",Rural,226.31007579404078,3.3,841,855,1034,1449,1571,Mountain,West,76992,11646,5139
89183,179.99,1.99,3.39,44.99,3.99,1.79,3.89,9.99,9.6,12.99,9.39,"Las Vegas, NV",Urban,180.80536102779854,7.4,1316,1476,1750,2452,2841,Mountain,West,83053,40517,5263
89434,179.99,1.99,3.39,44.99,3.99,1.79,4.69,9.99,9.6,12.99,9.39,"Sparks, NV",Suburban,130.9253403111956,5.1,1181,1370,1722,2384,2788,Mountain,West,90953,28154,5263
89705,179.99,1.99,3.39,44.99,3.99,1.79,4.69,9.99,9.6,12.99,9.39,"Carson City, NV",Rural,105.19983270948559,3,1004,1199,1464,2051,2458,Mountain,West,78269,5266,5539
90065,179.99,1.99,3.39,44.99,5.69,1.79,3.99,9.99,9.6,13.59,9.99,"Los Angeles, CA",Urban,42.77189481787275,7.8,1856,2081,2625,3335,3698,Pacific,West,92903,44328,6419
91730,179.99,1.99,3.39,44.99,7.89,1.79,3.99,9.99,9.6,12.99,9.39,"Rancho Cucamonga, CA",Suburban,5.798649274,5.7,1776,1852,2306,3079,3745,Pacific,West,89654,68883,5839
95330,179.99,1.99,3.39,44.99,5.99,1.79,4.69,9.99,9.6,12.99,9.39,"Lathrop, CA",Rural,63.968683807332724,9,1248,1363,1736,2433,2915,Pacific,West,118461,29065,5549
96734,179.99,4.69,3.69,44.99,2.19,1.79,5.99,9.99,9.6,13.99,9.39,"Kailua, HI",Suburban,17.622962228038922,3.6,1887,2052,2687,3765,4512,Pacific,West,131554,49922,6934
96740,179.99,4.69,3.69,44.99,2.19,1.79,5.99,9.99,9.6,13.99,9.39,"Kailua Kona, HI",Rural,180.42188537139066,3.8,1575,1612,2075,2703,3023,Pacific,West,94091,38234,6635
97217,179.99,1.99,3.39,44.99,4.49,1.79,4.19,9.99,9.6,12.99,9.39,"Portland, OR",Urban,73.213573,5.5,1628,1750,1997,2739,3217,Pacific,West,100387,36086,6346
97303,179.99,1.99,3.39,44.99,4.49,1.79,4.19,9.99,9.6,12.99,9.39,"Salem, OR",Suburban,31.474813043341197,4.7,1147,1198,1543,2148,2334,Pacific,West,81057,41441,5255
98101,179.99,2.19,3.99,44.99,4.79,1.79,3.69,10.59,9.6,13.99,10.39,"Seattle, WA",Urban,41.832647734406834,3.2,2238,2293,2671,3521,4104,Pacific,West,56429,32351,6965
98233,179.99,1.99,3.39,44.99,3.99,1.79,3.49,9.99,9.6,12.99,9.39,"Burlington, WA",Rural,100.00679525446066,5.8,1166,1300,1701,2384,2592,Pacific,West,83560,16034,5610
98901,179.99,1.99,3.39,44.99,3.99,1.79,3.59,9.99,9.6,12.99,9.39,"Yakima, WA",Suburban,118.47904363439804,6.7,903,1004,1317,1845,2212,Pacific,West,128143,16237,4738
99515,179.99,2.69,4.29,44.99,4.99,1.99,3.89,9.99,9.6,13.99,9.39,"Anchorage, AK",Urban,1446.5094849258003,2.8,1089,1191,1563,2190,2625,Pacific,West,112445,22532,5728
99654,179.99,2.69,4.29,44.99,4.99,1.99,3.89,9.99,9.6,13.99,9.39,"Wasilla, AK",Suburban,1450.3614423084884,6.2,1019,1055,1384,1939,2324,Pacific,West,93739,40726,5850
96818,179.99,4.69,3.69,44.99,5.59,1.79,5.99,9.99,9.6,13.99,11.79,"Oahu-Honolulu Salt Lake, HI",Urban,10.667447,3.1,1887,2052,2687,3765,4512,Pacific,West,84907,350964,5423
85268,179.99,1.99,3.39,44.99,4.99,1.79,3.19,9.99,9.6,12.99,9.39,"Fountain Hills, AZ",Suburban,29.704875,4.9,1530,1679,1950,2624,2934,Mountain,West,104788,23820,4504
97015,179.99,1.99,3.39,44.99,4.49,1.79,3.99,9.99,9.6,12.99,9.39,"Clackmas, OR",Rural,64.46791,1.9,1628,1750,1997,2739,3217,Pacific,West,82865,23265,5407
